reviewId,userId,businessName,reviewerName,platform,date,rating,reviewText,sentimentScore,sentimentCategory,responseStatus,verifiedPurchase
628d4ca0-5904-4925-bd5c-b0758c6478b5,75c3997c-8c5b-4146-bbe8-7d7f041af0be,Mr. Manuel Russel's Retail,Angie Jast,Manual Import,2023-06-23T09:29:20-04:00,5,Excellent service! Will definitely return to this Retail again. Aestus degenero molestias velociter quidem cruentus vetus coaegresco vinculum caveo.,0.8331351949250323,Positive,Ignored,true
2d2b3536-09f1-4465-aa1e-09a0553f6f69,8eeb6309-c299-46e5-afdc-c70503637de4,Ronald Hyatt's Freelancer,Shelia Dicki,Yelp,2023-01-06T21:17:18-05:00,5,Excellent service! Will definitely return to this Freelancer again. Odio allatus compello cohors canis audio vigor ter.,0.7842796623962076,Positive,Responded,false
5299a3b5-17ff-4359-b5ee-c1a768cb4e55,8eeb6309-c299-46e5-afdc-c70503637de4,Ronald Hyatt's Freelancer,Javier DuBuque,Facebook,2023-07-23T15:35:55-04:00,2,Terrible experience - needs serious improvement. Dedecor ustilo solutio commodi.,-0.9491811941061582,Negative,Pending,true
5fbf9f10-bc12-43a2-a1e6-e2035db0b18a,8eeb6309-c299-46e5-afdc-c70503637de4,Ronald Hyatt's Freelancer,Owen Hand V,Facebook,2023-03-31T11:58:40-04:00,2,Terrible experience - needs serious improvement. Porro carus urbanus antiquus adaugeo tempus trans derelinquo tener ter.,-0.877199404615896,Negative,Responded,true
311e1b43-32d7-4897-8947-3aa22688cab0,e5736ff0-ff68-4856-b99f-bf9e037600a4,Daisy Hamill's Freelancer,Archie Lemke,Google,2023-10-18T17:18:23-04:00,4,Outstanding experience! The best Freelancer in town. Sunt advenio cogo excepturi perferendis absque cupiditas tantum velum demo.,0.848004021604272,Positive,Ignored,false
92216cec-5c78-44d4-ace1-d3e0d7ecd812,e5736ff0-ff68-4856-b99f-bf9e037600a4,Daisy Hamill's Freelancer,Karla West,Yelp,2023-01-04T04:53:21-05:00,4,Highly recommend! Everything was perfect. Aspernatur tabula alienus quae titulus defetiscor depulso custodia termes aqua.,0.7715443988125891,Positive,Responded,false
6ea4ee9e-768c-4d42-a6ae-3b54a9d8a4a8,e5736ff0-ff68-4856-b99f-bf9e037600a4,Daisy Hamill's Freelancer,Otis Predovic,Manual Import,2023-11-30T03:45:14-05:00,3,Met basic expectations but didn't wow me. Universe surgo tredecim compello decet incidunt audacia talio.,-0.06709217922208655,Neutral,Ignored,true
9738d2a7-2276-4f3d-beed-51187edd8a12,6140319f-be12-42f8-a1af-9a64b77419f4,June Will's Freelancer,Herman Paucek,Yelp,2023-09-13T23:24:34-04:00,3,Average experience. Nothing special but not terrible. Cohaero despecto creator spero tamisium venia ad defleo trans.,-0.1838475221198521,Neutral,Pending,false
a0b67cb9-b772-488e-8d6d-7b029173aca3,6140319f-be12-42f8-a1af-9a64b77419f4,June Will's Freelancer,Arthur Pouros,Manual Import,2023-11-07T03:37:53-05:00,4,Excellent service! Will definitely return to this Freelancer again. Aliquam agnosco aestus.,0.8486454793603357,Positive,Pending,true
a1eaf0d5-623a-4c02-ae84-d6d016ac53a1,6140319f-be12-42f8-a1af-9a64b77419f4,June Will's Freelancer,Myrtle Stiedemann,Facebook,2023-09-24T00:42:56-04:00,5,Highly recommend! Everything was perfect. Depono casus ago vicissitudo suadeo deprecator ambulo ceno rerum audacia.,0.8770779086893764,Positive,Pending,true
f9bda3ab-32c0-4762-886a-74622a49ccdf,88be8211-75c2-447a-9a31-fad45def2413,Rose Spencer's Restaurant,Chad Schuster,Manual Import,2023-09-21T10:56:03-04:00,4,Highly recommend! Everything was perfect. Bestia collum deprecator caterva excepturi verumtamen adipisci antiquus tametsi in.,0.7488264665289439,Positive,Responded,false
964c102d-f502-4db9-b832-c0e11f8912e9,88be8211-75c2-447a-9a31-fad45def2413,Rose Spencer's Restaurant,Genevieve Aufderhar III,Google,2023-03-01T11:18:16-05:00,5,Highly recommend! Everything was perfect. Utor vivo sulum cibus anser aequitas comedo accusantium.,0.9409030162909148,Positive,Ignored,true
3e617468-de82-45d4-8f6d-f9b254da4d1b,88be8211-75c2-447a-9a31-fad45def2413,Rose Spencer's Restaurant,Jordan Mann,Manual Import,2023-04-19T08:45:10-04:00,4,Excellent service! Will definitely return to this Restaurant again. Arx tabgo comburo arx comitatus laborum.,0.7891482692869323,Positive,Pending,true
50649d88-5826-4d8d-a771-9e0d85d29687,73901562-a33c-4c43-b093-3dadf04978c4,Roderick Bogisich's Service,Stacy Goyette,Manual Import,2023-10-11T22:55:42-04:00,5,Outstanding experience! The best Service in town. Candidus nesciunt carpo cattus una patrocinor neque bellum certus.,0.7457923123348024,Positive,Pending,true
364d7b3d-41a6-4bf9-8401-3af0cd92f4c7,73901562-a33c-4c43-b093-3dadf04978c4,Roderick Bogisich's Service,Dr. Walter Jacobi,Facebook,2023-09-22T06:07:07-04:00,2,Would not recommend. Poor service quality. Vero testimonium stultus aggero terror volup nam adhuc addo.,-0.9359098445856353,Negative,Responded,false
d46e1929-9a2c-4e59-ae34-f964816ef937,73901562-a33c-4c43-b093-3dadf04978c4,Roderick Bogisich's Service,Isaac Stracke PhD,Yelp,2023-02-07T10:23:21-05:00,1,Very disappointing experience at this Service. Armarium praesentium capio patruus villa.,-0.8633653324855186,Negative,Ignored,true
057c155d-aaed-4d81-9ca7-977e21fe6e31,197274f8-6443-4fbe-8092-c6ebd6c91be8,Nora Jakubowski's Service,Darla Durgan,Google,2023-03-04T14:41:43-05:00,3,Average experience. Nothing special but not terrible. Tantillus concido accommodo paulatim pecus theologus.,0.14755209563811816,Neutral,Ignored,false
85db26aa-ce4a-4a5a-84b3-df2da18cd0fa,197274f8-6443-4fbe-8092-c6ebd6c91be8,Nora Jakubowski's Service,Benny Kuhic,Manual Import,2023-05-22T03:42:05-04:00,5,Excellent service! Will definitely return to this Service again. Teneo audacia venustas patruus spoliatio aranea valeo supra.,0.8065604784506931,Positive,Responded,false
29d6b057-1e45-42ea-b890-f480e03e7e2c,197274f8-6443-4fbe-8092-c6ebd6c91be8,Nora Jakubowski's Service,Christina Cartwright,Google,2023-11-03T23:19:09-04:00,2,Terrible experience - needs serious improvement. Excepturi vigor apud curtus canis dicta auctus vos corona depromo.,-0.6523127928111974,Negative,Ignored,false
18c50995-4931-4511-a048-0d608290821e,7af6a506-bc3d-42db-87c2-d4c38e3d897b,Antonia Lesch's Restaurant,Katherine Green,Google,2023-07-01T07:42:18-04:00,2,Terrible experience - needs serious improvement. Capillus defluo cibo alveus.,-0.685326415306083,Negative,Responded,true
4ef1cc33-633b-4006-8b41-bc0ccd6a5b69,7af6a506-bc3d-42db-87c2-d4c38e3d897b,Antonia Lesch's Restaurant,Miss Allison Krajcik,Manual Import,2023-01-28T03:24:41-05:00,4,Excellent service! Will definitely return to this Restaurant again. Argentum arto comminor demum caute appono cursim.,0.9976959892261408,Positive,Ignored,false
b448e76f-878c-4c5b-865b-580160e372f3,7af6a506-bc3d-42db-87c2-d4c38e3d897b,Antonia Lesch's Restaurant,Ebony Wiegand,Manual Import,2023-05-27T19:37:45-04:00,1,Terrible experience - needs serious improvement. Autus coniecto deduco vel sollers desino architecto.,-0.40828931212046615,Negative,Pending,true
338b4d27-1585-4221-b4b3-ae9da36ee01f,4678c7f3-23a7-4b95-a236-a57661ca27f7,Kerry Cummings's Service,Lawrence Tremblay II,Manual Import,2023-04-21T16:06:27-04:00,3,Average experience. Nothing special but not terrible. Et ea auctor trado verbum taedium amitto valens.,0.05362771197150884,Neutral,Pending,false
95042d3f-54ef-4386-9447-771b1f4f305b,4678c7f3-23a7-4b95-a236-a57661ca27f7,Kerry Cummings's Service,Edgar Simonis,Facebook,2023-02-18T02:58:17-05:00,4,Outstanding experience! The best Service in town. Averto officiis adulescens totidem adeo delibero damno terminatio averto.,0.7742811974072511,Positive,Responded,false
27ec4181-bcdb-48a5-9139-3f131a8a660b,4678c7f3-23a7-4b95-a236-a57661ca27f7,Kerry Cummings's Service,Ms. Ora Hagenes,Manual Import,2022-12-31T21:03:48-05:00,1,Very disappointing experience at this Service. Saepe appello cauda voco ducimus adiuvo.,-0.8672461540352379,Negative,Ignored,true
595e30a1-150b-4846-b2de-fd543c148d7b,aec94f2e-901a-401e-938a-617953613cab,Jerome Watsica's Freelancer,Miss Lucia Heidenreich,Facebook,2023-06-15T09:06:27-04:00,5,Excellent service! Will definitely return to this Freelancer again. Tempore charisma usus urbs demitto balbus comparo.,0.9918381015765523,Positive,Pending,true
ad1b3ba3-5e39-481f-a9b6-25e1b1b43c1c,aec94f2e-901a-401e-938a-617953613cab,Jerome Watsica's Freelancer,Mrs. Rita Langosh,Facebook,2023-04-13T20:00:31-04:00,1,Terrible experience - needs serious improvement. Capitulus vinco corroboro somnus sapiente cura.,-0.9890484917258631,Negative,Responded,true
52a16c07-7a2e-4e91-8153-51884f2c2e51,aec94f2e-901a-401e-938a-617953613cab,Jerome Watsica's Freelancer,Wilma Cremin V,Manual Import,2023-06-29T09:46:35-04:00,2,Very disappointing experience at this Freelancer. Sit curriculum amaritudo deprimo crudelis celo via.,-0.8965100656203875,Negative,Responded,false
8d07949a-6c51-47a6-b5f6-9cb165f2dd55,72f29dcd-1dd9-4dda-854c-c2e5e4b597c6,Julio Crooks's Freelancer,Dr. Samantha Bernhard,Google,2023-03-10T08:14:25-05:00,5,Outstanding experience! The best Freelancer in town. Sum cerno adfero socius paens cupio.,0.7178549680728594,Positive,Pending,true
a98adfdb-06f9-41dc-8368-18b6d90d8eb8,72f29dcd-1dd9-4dda-854c-c2e5e4b597c6,Julio Crooks's Freelancer,Don Willms-Hodkiewicz,Facebook,2023-12-28T11:46:23-05:00,3,Decent Freelancer, but room for improvement. Tabgo dignissimos corrigo volutabrum succurro supplanto conventus doloribus cotidie apparatus.,0.5763283068784366,Neutral,Ignored,false
28a5e66a-9da3-42e2-ad1f-323d2d686b06,72f29dcd-1dd9-4dda-854c-c2e5e4b597c6,Julio Crooks's Freelancer,Drew Nitzsche,Facebook,2023-04-28T08:42:03-04:00,4,Outstanding experience! The best Freelancer in town. Amoveo recusandae convoco delectatio barba teneo.,0.8215863408850246,Positive,Responded,true
7d57f083-1790-418d-8dbe-4dbcccf7f0b2,40ae10b9-98ae-4fee-b59b-885f78f5856a,Michael Hermann's Restaurant,Ms. June Gerlach-Champlin,Yelp,2023-04-10T17:08:55-04:00,2,Very disappointing experience at this Restaurant. Error torqueo balbus asperiores succurro tandem admoneo autus numquam autem.,-0.44611721843529384,Negative,Ignored,true
c5e9d1ca-fe54-4e11-8755-792636dd8998,40ae10b9-98ae-4fee-b59b-885f78f5856a,Michael Hermann's Restaurant,Mr. Lee Walsh,Facebook,2023-03-08T23:17:29-05:00,2,Would not recommend. Poor service quality. Vero dolorem degenero conatus circumvenio amplus.,-0.7520532322325131,Negative,Responded,false
d2602980-d780-4585-a4ad-7b3f3e94d00c,40ae10b9-98ae-4fee-b59b-885f78f5856a,Michael Hermann's Restaurant,Fannie Koch I,Google,2023-12-13T12:44:34-05:00,3,Met basic expectations but didn't wow me. Tutis vulariter aro.,0.0579021836490935,Neutral,Pending,false
cb922fa4-e99a-4820-99bb-b59608f19c00,f61a6a4c-a2b8-4218-aa57-5e521c92b543,Edmond Bogan's Restaurant,Jordan Altenwerth,Manual Import,2023-10-29T21:42:07-04:00,5,Outstanding experience! The best Restaurant in town. Hic creo antea consectetur.,0.7684279532687651,Positive,Ignored,false
e7a03129-7ee0-481f-a6b8-697754f9a19e,f61a6a4c-a2b8-4218-aa57-5e521c92b543,Edmond Bogan's Restaurant,Eugene Hackett,Yelp,2023-12-11T06:42:01-05:00,1,Would not recommend. Poor service quality. Armarium animus ante tabella decretum tepesco.,-0.4873984878976134,Negative,Ignored,true
8709a471-208b-43ab-aa5c-98624f601d71,f61a6a4c-a2b8-4218-aa57-5e521c92b543,Edmond Bogan's Restaurant,Neal Rempel II,Yelp,2023-05-29T13:24:36-04:00,1,Terrible experience - needs serious improvement. Totidem terror voco tamen subseco certus amplus taceo.,-0.9895889851088847,Negative,Responded,true
503b0feb-2f63-423a-b68c-d533dead5266,0de3faa9-2013-4fde-8648-30cd614938f3,Beth Krajcik's Retail,Marcia Pacocha-Armstrong,Yelp,2023-09-24T09:14:57-04:00,1,Very disappointing experience at this Retail. Deludo vorago sublime compono cursim possimus cogito sophismata illo.,-0.5505127357956989,Negative,Ignored,true
9031db81-0f80-4e8d-8508-a2655e22313a,0de3faa9-2013-4fde-8648-30cd614938f3,Beth Krajcik's Retail,Clay Schuppe,Manual Import,2023-04-03T02:49:31-04:00,2,Would not recommend. Poor service quality. Combibo sumptus delibero copia coniuratio cornu verecundia odio canto bestia.,-0.7248027597097753,Negative,Responded,false
4d051a34-b97e-42d6-9f80-aed65cf7927f,0de3faa9-2013-4fde-8648-30cd614938f3,Beth Krajcik's Retail,Sandra Steuber,Manual Import,2023-06-23T00:53:11-04:00,3,Met basic expectations but didn't wow me. Defluo ultra reprehenderit vivo ventosus conventus subnecto.,0.32505495008591073,Neutral,Pending,false
61340ebf-fcdd-47bc-84d5-e6a079837e50,dc636060-4354-4ae1-ba5d-7f6c6ae07dd6,Lorene Funk's Service,Valerie Keebler-Mann,Yelp,2023-11-19T07:14:44-05:00,2,Very disappointing experience at this Service. Solus solvo contigo inflammatio stipes cornu.,-0.8065006430428222,Negative,Responded,false
23ee165d-4bcc-4e84-b717-56cd88e155c2,dc636060-4354-4ae1-ba5d-7f6c6ae07dd6,Lorene Funk's Service,Alexandra Lind,Yelp,2023-10-13T04:50:59-04:00,5,Excellent service! Will definitely return to this Service again. Contabesco tenetur acervus spes perferendis abundans supellex terebro audax cupio.,0.740962714950915,Positive,Ignored,true
19782642-7559-41d9-be58-2b222b01b12d,dc636060-4354-4ae1-ba5d-7f6c6ae07dd6,Lorene Funk's Service,Winston Hartmann,Facebook,2023-12-16T07:24:59-05:00,1,Terrible experience - needs serious improvement. Aliquam carpo usque cupiditas.,-0.899098241878305,Negative,Pending,false
1b08bb6a-8170-4de8-9b07-f627953fb091,02760886-69e2-4e6a-9ce3-eff91e5d2e80,Marcella Bashirian-Christiansen's Freelancer,Ramon Paucek,Google,2023-04-12T03:15:26-04:00,3,Met basic expectations but didn't wow me. Viridis modi avarus umquam cura thalassinus.,0.5123498423595441,Neutral,Responded,false
44cead88-bca4-463f-b120-625ef03d50b7,02760886-69e2-4e6a-9ce3-eff91e5d2e80,Marcella Bashirian-Christiansen's Freelancer,Sergio Kutch II,Google,2023-04-29T13:24:43-04:00,4,Highly recommend! Everything was perfect. Pecto uterque compono clamo tametsi voluptate surculus articulus amissio vitium.,0.8685519070051649,Positive,Responded,false
5205f09f-e117-4ef7-b6e2-9c38fd5e3c49,02760886-69e2-4e6a-9ce3-eff91e5d2e80,Marcella Bashirian-Christiansen's Freelancer,Flora Beer PhD,Manual Import,2023-05-30T08:57:08-04:00,1,Would not recommend. Poor service quality. Confero vulariter valeo ago truculenter vilicus.,-0.6943344556445861,Negative,Responded,true
6d317580-a3ee-49c4-ae47-ef7a0c9c5f07,e5474f47-5d85-4b2d-8efc-6bbffff7a01a,Patty Pacocha's Freelancer,Kelli Haag-Nicolas,Manual Import,2023-06-04T23:59:25-04:00,5,Outstanding experience! The best Freelancer in town. Allatus curso vulariter eaque caritas optio tempus aveho.,0.8480389896700499,Positive,Responded,true
b9f85aeb-8009-4035-98c6-24fd09f3b6e1,e5474f47-5d85-4b2d-8efc-6bbffff7a01a,Patty Pacocha's Freelancer,Mr. Willie Jenkins II,Yelp,2023-01-29T05:31:27-05:00,2,Terrible experience - needs serious improvement. Accusamus atavus verbera vulgo claro quo dens voluptas sit.,-0.9567068245205593,Negative,Ignored,false
045bb4bd-5313-49bb-98ee-b8a3673fbe9d,e5474f47-5d85-4b2d-8efc-6bbffff7a01a,Patty Pacocha's Freelancer,Myra Moen V,Manual Import,2023-08-24T00:48:54-04:00,2,Very disappointing experience at this Freelancer. Demens cilicium deputo rerum canonicus.,-0.47422556871197397,Negative,Pending,true
910f0d87-5aed-4020-820f-2ad444d4f303,3ab09b80-986a-4c12-94a4-74748b0287ae,Mack Schuppe's Service,Flora Dare,Google,2023-06-18T05:36:46-04:00,3,Met basic expectations but didn't wow me. Sophismata consequatur talis accedo calco videlicet videlicet omnis.,0.04623656101287732,Neutral,Pending,false
dc455a95-66a7-4dac-8105-33e4b464f42d,3ab09b80-986a-4c12-94a4-74748b0287ae,Mack Schuppe's Service,Shannon Aufderhar,Google,2023-07-02T23:24:07-04:00,5,Highly recommend! Everything was perfect. Animi tabula vulnus quae coruscus validus tandem allatus molestiae.,0.9002595144594157,Positive,Responded,false
02be0c70-c17b-428e-bad9-e7574e122d5f,3ab09b80-986a-4c12-94a4-74748b0287ae,Mack Schuppe's Service,Mrs. Sabrina Renner,Facebook,2023-02-06T21:43:46-05:00,1,Would not recommend. Poor service quality. Audeo calco necessitatibus deserunt xiphias comes.,-0.9988209373430216,Negative,Responded,false
ef2a9cf4-2978-4d3d-b892-f3bfce4af066,8d05cf4c-ad2e-4284-bab1-18da241a3cf5,Bob Kautzer's Freelancer,Connie Hilll,Yelp,2023-04-04T02:49:11-04:00,2,Would not recommend. Poor service quality. Vester somnus comprehendo tergiversatio volubilis.,-0.9004377092913883,Negative,Ignored,true
5b7baf29-7d9a-44f0-8489-02798309a668,8d05cf4c-ad2e-4284-bab1-18da241a3cf5,Bob Kautzer's Freelancer,Dr. Erick Carter,Yelp,2023-06-02T16:00:12-04:00,3,Average experience. Nothing special but not terrible. Sollicito id sodalitas accusamus.,0.2183574337076683,Neutral,Responded,true
cbb98c65-cfbb-43a2-afbd-283299f8803e,8d05cf4c-ad2e-4284-bab1-18da241a3cf5,Bob Kautzer's Freelancer,Bobby Carroll,Manual Import,2023-01-20T12:15:47-05:00,3,Met basic expectations but didn't wow me. Deinde conor agnosco abeo condico.,0.23423058122239043,Neutral,Pending,true
de94339c-6e40-4509-8ed4-f80940864bcf,bf370c2d-96be-4a39-b662-1fc8ff44aa6c,Rosalie Daniel's Retail,Joe Feest,Facebook,2023-04-03T10:31:44-04:00,3,Average experience. Nothing special but not terrible. Volo sint acceptus ea cuius blanditiis vilitas quia deporto derelinquo.,0.5304494694022897,Neutral,Responded,false
81e702cd-3c2d-42bc-a85a-0b5ab7d3f094,bf370c2d-96be-4a39-b662-1fc8ff44aa6c,Rosalie Daniel's Retail,Carroll Ernser,Yelp,2023-05-26T11:25:37-04:00,2,Would not recommend. Poor service quality. Caterva claustrum vel communis coma veritatis cupio studio.,-0.547476436251196,Negative,Ignored,false
20779f30-9126-40a0-9ffb-97c5d70d5b95,bf370c2d-96be-4a39-b662-1fc8ff44aa6c,Rosalie Daniel's Retail,Dr. Gregg Waters,Facebook,2023-11-30T10:36:49-05:00,5,Excellent service! Will definitely return to this Retail again. Tredecim ocer sublime thymum nesciunt sursum.,0.9786840855723705,Positive,Responded,false
1795eca2-9f7d-47c1-8852-ada41bec470b,f504fc19-862f-405c-95ad-7715be5d0f54,Milton Mosciski DVM's Service,Mr. Jon Bergstrom-Thiel,Google,2023-02-08T17:53:48-05:00,4,Highly recommend! Everything was perfect. Deorsum tabesco acerbitas ducimus decor clibanus verbum.,0.8959141884010992,Positive,Pending,false
dbc4e3fa-a9fd-4512-885c-41bbc823ea2d,f504fc19-862f-405c-95ad-7715be5d0f54,Milton Mosciski DVM's Service,Felix Zieme,Manual Import,2023-10-03T07:09:37-04:00,4,Highly recommend! Everything was perfect. Solutio depopulo illo credo traho vallum dens sed tepesco tunc.,0.8002188174003003,Positive,Pending,true
484bc279-76a1-45b7-b7be-30cc635bf8f9,f504fc19-862f-405c-95ad-7715be5d0f54,Milton Mosciski DVM's Service,Clayton Lemke,Yelp,2023-10-12T06:24:44-04:00,4,Highly recommend! Everything was perfect. Cruentus carmen tyrannus tamdiu tempora acquiro sophismata in iure patruus.,0.7736844670779481,Positive,Pending,false
afd391ad-fbd2-4cde-9567-95ea0f7dfb64,a23a4b0d-26ce-450e-9c69-394be103b25d,Miss Ada West's Freelancer,Darla Hessel,Manual Import,2023-01-31T17:50:41-05:00,5,Excellent service! Will definitely return to this Freelancer again. Addo cubo valeo correptius considero trucido adiuvo sophismata nemo.,0.8338266549071705,Positive,Pending,true
87b5dc56-e636-4853-b999-dadcfe3b5999,a23a4b0d-26ce-450e-9c69-394be103b25d,Miss Ada West's Freelancer,Dean Waters,Manual Import,2023-12-09T23:37:44-05:00,1,Very disappointing experience at this Freelancer. Conitor copia adfectus voluptates thema valeo natus dolore.,-0.4910584135691951,Negative,Pending,false
9acab785-a270-4df1-8c5e-e1f03581592b,a23a4b0d-26ce-450e-9c69-394be103b25d,Miss Ada West's Freelancer,Erika Leuschke,Manual Import,2023-03-28T01:23:44-04:00,2,Very disappointing experience at this Freelancer. Dedico verbum apud contigo toties.,-0.6555188174210925,Negative,Ignored,false
e4e5fd7a-db29-451f-b5f9-a6faf4658e33,946dbf77-5468-42ac-b3f8-2e0bdfe27aaf,Dr. Abel Barrows's Retail,Bradford Brekke,Google,2023-11-11T12:47:43-05:00,3,Average experience. Nothing special but not terrible. Adicio coaegresco culpo vae asporto claustrum absens.,-0.053727482447331526,Neutral,Ignored,true
4269b8e0-72ac-4146-aa79-3f9549bb78ce,946dbf77-5468-42ac-b3f8-2e0bdfe27aaf,Dr. Abel Barrows's Retail,Clifton Lang,Facebook,2023-12-14T23:16:53-05:00,3,Met basic expectations but didn't wow me. Cribro autem calco solium averto.,-0.2671121775655723,Neutral,Pending,true
0f664d9a-f6d9-4020-9195-059a58131da0,946dbf77-5468-42ac-b3f8-2e0bdfe27aaf,Dr. Abel Barrows's Retail,Dr. Yolanda Johns,Google,2023-06-29T11:01:00-04:00,2,Would not recommend. Poor service quality. Spes substantia volubilis ciminatio quod voluptas peior.,-0.6758526886907378,Negative,Pending,true
